Type,SKU,Name,Parent,Published,Regular price,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Short description,Description,Images,material
variation,impexo-luxury-metal--pro--orange,,impexo-luxury-metal,1,17.90,Modèle,iPhone 17 Pro,1,0,Couleur,Orange,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-22.JPG,
variation,impexo-luxury-metal--pro--argent,,impexo-luxury-metal,1,17.90,Modèle,iPhone 17 Pro,1,0,Couleur,Argent,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-22.JPG,
variation,impexo-luxury-metal--pro--or-rose,,impexo-luxury-metal,1,17.90,Modèle,iPhone 17 Pro,1,0,Couleur,Or rose,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-22.JPG,
variation,impexo-luxury-metal--pro--noir,,impexo-luxury-metal,1,17.90,Modèle,iPhone 17 Pro,1,0,Couleur,Noir,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-22.JPG,
variation,impexo-luxury-metal--pro--vert-sombre,,impexo-luxury-metal,1,17.90,Modèle,iPhone 17 Pro,1,0,Couleur,Vert sombre,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-22.JPG,
variation,impexo-luxury-metal--pro--marron,,impexo-luxury-metal,1,17.90,Modèle,iPhone 17 Pro,1,0,Couleur,Marron,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-22.JPG,
variation,impexo-luxury-metal--pro--bleu,,impexo-luxury-metal,1,17.90,Modèle,iPhone 17 Pro,1,0,Couleur,Bleu,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-22.JPG,
variation,impexo-luxury-metal--pro-max--violet,,impexo-luxury-metal,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Violet,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-22.JPG,
variation,impexo-luxury-metal--pro-max--gris,,impexo-luxury-metal,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Gris,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-22.JPG,
variation,impexo-luxury-metal--pro-max--or-desert,,impexo-luxury-metal,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Or désert,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-22.JPG,
variation,impexo-luxury-metal--pro-max--orange,,impexo-luxury-metal,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Orange,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-22.JPG,
variation,impexo-luxury-metal--pro-max--argent,,impexo-luxury-metal,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Argent,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-22.JPG,
variation,impexo-luxury-metal--pro-max--or-rose,,impexo-luxury-metal,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Or rose,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-22.JPG,
variation,impexo-luxury-metal--pro-max--noir,,impexo-luxury-metal,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Noir,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-22.JPG,
variation,impexo-luxury-metal--pro-max--vert-sombre,,impexo-luxury-metal,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Vert sombre,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-22.JPG,
variation,impexo-luxury-metal--pro-max--marron,,impexo-luxury-metal,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Marron,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-22.JPG,
variation,impexo-luxury-metal--pro-max--bleu,,impexo-luxury-metal,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Bleu,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-22.JPG,
variable,impexo-anti-slip-matte,Coque Texture Antidérapante – Série iPhone 17,,1,,Modèle,"iPhone 17, iPhone 17 Air, iPhone 17 Pro, iPhone 17 Pro Max",1,0,Couleur,"Noir, Rose, Violet, Marron, Bleu nuit",1,0,Surface mate et texture antidérapante. Prose en main sûre.,"Surface mate et texture antidérapante pour une prise en main sûre et confortable au quotidien. Mention légale : Produit compatible avec les modèles iPhone 17, 17 Air, 17 Pro et 17 Pro Max. La marque Apple® est mentionnée uniquement à titre de compatibilité. IMPEXO est une marque indépendante.",https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12.JPG,
variation,impexo-anti-slip-matte--iphone-17--noir,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17,1,0,Couleur,Noir,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12.JPG,
variation,impexo-anti-slip-matte--iphone-17--rose,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17,1,0,Couleur,Rose,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12.JPG,
variation,impexo-anti-slip-matte--iphone-17--violet,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17,1,0,Couleur,Violet,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12.JPG,
variation,impexo-anti-slip-matte--iphone-17--marron,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17,1,0,Couleur,Marron,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12.JPG,
variation,impexo-anti-slip-matte--iphone-17--bleu-nuit,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17,1,0,Couleur,Bleu nuit,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12.JPG,
variation,impexo-anti-slip-matte--air--noir,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17 Air,1,0,Couleur,Noir,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12.JPG,
variation,impexo-anti-slip-matte--air--rose,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17 Air,1,0,Couleur,Rose,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12.JPG,
variation,impexo-anti-slip-matte--air--violet,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17 Air,1,0,Couleur,Violet,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12.JPG,
variation,impexo-anti-slip-matte--air--marron,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17 Air,1,0,Couleur,Marron,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12.JPG,
variation,impexo-anti-slip-matte--air--bleu-nuit,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17 Air,1,0,Couleur,Bleu nuit,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12.JPG,
variation,impexo-anti-slip-matte--pro--noir,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17 Pro,1,0,Couleur,Noir,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12.JPG,
variation,impexo-anti-slip-matte--pro--rose,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17 Pro,1,0,Couleur,Rose,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12.JPG,
variation,impexo-anti-slip-matte--pro--violet,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17 Pro,1,0,Couleur,Violet,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12.JPG,
variation,impexo-anti-slip-matte--pro--marron,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17 Pro,1,0,Couleur,Marron,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12.JPG,
variation,impexo-anti-slip-matte--pro--bleu-nuit,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17 Pro,1,0,Couleur,Bleu nuit,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12.JPG,
variation,impexo-anti-slip-matte--pro-max--noir,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Noir,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12.JPG,
variation,impexo-anti-slip-matte--pro-max--rose,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rose,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12.JPG,
variation,impexo-anti-slip-matte--pro-max--violet,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Violet,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12.JPG,
variation,impexo-anti-slip-matte--pro-max--marron,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Marron,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12.JPG,
variation,impexo-anti-slip-matte--pro-max--bleu-nuit,,impexo-anti-slip-matte,1,24.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Bleu nuit,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-12.JPG,
variable,impexo-jean,Coque Effet Cuir / Jean – Série iPhone 17,,1,,Modèle,"iPhone 17, iPhone 17 Air, iPhone 17 Pro, iPhone 17 Pro Max",1,0,Couleur,"Bleu denim, Noir, Gris, Marron",1,0,"Finition texturée effet cuir / jean. Style distinctif, protection fiable.","Finition texturée effet cuir / jean, alliant style distinctif et protection fiable. Mention légale : Produit compatible avec les modèles iPhone 17, 17 Air, 17 Pro et 17 Pro Max. La marque Apple® est mentionnée uniquement à titre de compatibilité. IMPEXO est une marque indépendante.",https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-16.JPG,
variation,impexo-jean--iphone-17--bleu-denim,,impexo-jean,1,26.90,Modèle,iPhone 17,1,0,Couleur,Bleu denim,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-16.JPG,
variation,impexo-jean--iphone-17--noir,,impexo-jean,1,26.90,Modèle,iPhone 17,1,0,Couleur,Noir,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-16.JPG,
variation,impexo-jean--iphone-17--gris,,impexo-jean,1,26.90,Modèle,iPhone 17,1,0,Couleur,Gris,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-16.JPG,
variation,impexo-jean--iphone-17--marron,,impexo-jean,1,26.90,Modèle,iPhone 17,1,0,Couleur,Marron,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-16.JPG,
variation,impexo-jean--air--bleu-denim,,impexo-jean,1,26.90,Modèle,iPhone 17 Air,1,0,Couleur,Bleu denim,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-16.JPG,
variation,impexo-jean--air--noir,,impexo-jean,1,26.90,Modèle,iPhone 17 Air,1,0,Couleur,Noir,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-16.JPG,
variation,impexo-jean--air--gris,,impexo-jean,1,26.90,Modèle,iPhone 17 Air,1,0,Couleur,Gris,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-16.JPG,
variation,impexo-jean--air--marron,,impexo-jean,1,26.90,Modèle,iPhone 17 Air,1,0,Couleur,Marron,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-16.JPG,
variation,impexo-jean--pro--bleu-denim,,impexo-jean,1,26.90,Modèle,iPhone 17 Pro,1,0,Couleur,Bleu denim,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-16.JPG,
variation,impexo-jean--pro--noir,,impexo-jean,1,26.90,Modèle,iPhone 17 Pro,1,0,Couleur,Noir,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-16.JPG,
variation,impexo-jean--pro--gris,,impexo-jean,1,26.90,Modèle,iPhone 17 Pro,1,0,Couleur,Gris,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-16.JPG,
variation,impexo-jean--pro--marron,,impexo-jean,1,26.90,Modèle,iPhone 17 Pro,1,0,Couleur,Marron,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-16.JPG,
variation,impexo-jean--pro-max--bleu-denim,,impexo-jean,1,26.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Bleu denim,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-16.JPG,
variation,impexo-jean--pro-max--noir,,impexo-jean,1,26.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Noir,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-16.JPG,
variation,impexo-jean--pro-max--gris,,impexo-jean,1,26.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Gris,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-16.JPG,
variation,impexo-jean--pro-max--marron,,impexo-jean,1,26.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Marron,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-16.JPG,
variable,impexo-pc-tpu,Coque Renforcée PC + TPU – Série iPhone 17,,1,,Modèle,"iPhone 17, iPhone 17 Air, iPhone 17 Pro, iPhone 17 Pro Max",1,0,Couleur,"Noir, Vert, Rose, Violet, Argent, Vert sombre, Doré, Rouge, Bleu, Bordeaux, Marron",1,0,Association de matériaux résistants. Protection renforcée au quotidien.,"Association de matériaux résistants pour une protection renforcée contre les chocs et l'usure quotidienne. Mention légale : Produit compatible avec les modèles iPhone 17, 17 Air, 17 Pro et 17 Pro Max. La marque Apple® est mentionnée uniquement à titre de compatibilité. IMPEXO est une marque indépendante.",https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--iphone-17--noir,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17,1,0,Couleur,Noir,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--iphone-17--vert,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17,1,0,Couleur,Vert,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--iphone-17--rose,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17,1,0,Couleur,Rose,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--iphone-17--violet,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17,1,0,Couleur,Violet,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--iphone-17--argent,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17,1,0,Couleur,Argent,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--iphone-17--vert-sombre,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17,1,0,Couleur,Vert sombre,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--iphone-17--dore,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17,1,0,Couleur,Doré,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--iphone-17--rouge,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17,1,0,Couleur,Rouge,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--iphone-17--bleu,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17,1,0,Couleur,Bleu,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--iphone-17--bordeaux,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17,1,0,Couleur,Bordeaux,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--iphone-17--marron,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17,1,0,Couleur,Marron,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--air--noir,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Air,1,0,Couleur,Noir,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--air--vert,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Air,1,0,Couleur,Vert,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--air--rose,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Air,1,0,Couleur,Rose,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--air--violet,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Air,1,0,Couleur,Violet,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--air--argent,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Air,1,0,Couleur,Argent,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--air--vert-sombre,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Air,1,0,Couleur,Vert sombre,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--air--dore,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Air,1,0,Couleur,Doré,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--air--rouge,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Air,1,0,Couleur,Rouge,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--air--bleu,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Air,1,0,Couleur,Bleu,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--air--bordeaux,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Air,1,0,Couleur,Bordeaux,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--air--marron,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Air,1,0,Couleur,Marron,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--pro--noir,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro,1,0,Couleur,Noir,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--pro--vert,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro,1,0,Couleur,Vert,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--pro--rose,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro,1,0,Couleur,Rose,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--pro--violet,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro,1,0,Couleur,Violet,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--pro--argent,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro,1,0,Couleur,Argent,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--pro--vert-sombre,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro,1,0,Couleur,Vert sombre,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--pro--dore,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro,1,0,Couleur,Doré,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--pro--rouge,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro,1,0,Couleur,Rouge,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--pro--bleu,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro,1,0,Couleur,Bleu,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--pro--bordeaux,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro,1,0,Couleur,Bordeaux,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--pro--marron,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro,1,0,Couleur,Marron,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--pro-max--noir,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Noir,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--pro-max--vert,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Vert,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--pro-max--rose,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rose,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--pro-max--violet,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Violet,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--pro-max--argent,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Argent,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--pro-max--vert-sombre,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Vert sombre,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--pro-max--dore,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Doré,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--pro-max--rouge,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rouge,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--pro-max--bleu,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Bleu,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--pro-max--bordeaux,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Bordeaux,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
variation,impexo-pc-tpu--pro-max--marron,,impexo-pc-tpu,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Marron,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-7.JPG,
