Type,SKU,Name,Parent,Published,Regular price,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Short description,Description,Images,material
variation,impexo-camera-protection--jojo1015-10--pro-max--blanc,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Blanc,1,0,Référence,JOJO1015-10,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-10.JPG,
variation,impexo-camera-protection--jojo1015-13--pro-max--blanc,,impexo-camera-protection,1,24.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Blanc,1,0,Référence,JOJO1015-13,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-13.JPG,
variation,impexo-camera-protection--jojo1015-19--pro-max--blanc,,impexo-camera-protection,1,26.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Blanc,1,0,Référence,JOJO1015-19,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-19.JPG,
variation,impexo-camera-protection--jojo1015-1--pro-max--noir,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Noir,1,0,Référence,JOJO1015-1,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--jojo1015-3--pro-max--noir,,impexo-camera-protection,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Noir,1,0,Référence,JOJO1015-3,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-3.JPG,
variation,impexo-camera-protection--jojo1015-5--pro-max--noir,,impexo-camera-protection,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Noir,1,0,Référence,JOJO1015-5,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-5.JPG,
variation,impexo-camera-protection--jojo1015-9--pro-max--noir,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Noir,1,0,Référence,JOJO1015-9,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-9.JPG,
variation,impexo-camera-protection--jojo1015-10--pro-max--noir,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Noir,1,0,Référence,JOJO1015-10,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-10.JPG,
variation,impexo-camera-protection--jojo1015-13--pro-max--noir,,impexo-camera-protection,1,24.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Noir,1,0,Référence,JOJO1015-13,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-13.JPG,
variation,impexo-camera-protection--jojo1015-19--pro-max--noir,,impexo-camera-protection,1,26.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Noir,1,0,Référence,JOJO1015-19,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-19.JPG,
variation,impexo-camera-protection--jojo1015-1--pro-max--vert,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Vert,1,0,Référence,JOJO1015-1,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--jojo1015-3--pro-max--vert,,impexo-camera-protection,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Vert,1,0,Référence,JOJO1015-3,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-3.JPG,
variation,impexo-camera-protection--jojo1015-5--pro-max--vert,,impexo-camera-protection,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Vert,1,0,Référence,JOJO1015-5,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-5.JPG,
variation,impexo-camera-protection--jojo1015-9--pro-max--vert,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Vert,1,0,Référence,JOJO1015-9,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-9.JPG,
variation,impexo-camera-protection--jojo1015-10--pro-max--vert,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Vert,1,0,Référence,JOJO1015-10,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-10.JPG,
variation,impexo-camera-protection--jojo1015-13--pro-max--vert,,impexo-camera-protection,1,24.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Vert,1,0,Référence,JOJO1015-13,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-13.JPG,
variation,impexo-camera-protection--jojo1015-19--pro-max--vert,,impexo-camera-protection,1,26.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Vert,1,0,Référence,JOJO1015-19,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-19.JPG,
variation,impexo-camera-protection--jojo1015-1--pro-max--rose,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rose,1,0,Référence,JOJO1015-1,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--jojo1015-3--pro-max--rose,,impexo-camera-protection,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rose,1,0,Référence,JOJO1015-3,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-3.JPG,
variation,impexo-camera-protection--jojo1015-5--pro-max--rose,,impexo-camera-protection,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rose,1,0,Référence,JOJO1015-5,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-5.JPG,
variation,impexo-camera-protection--jojo1015-9--pro-max--rose,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rose,1,0,Référence,JOJO1015-9,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-9.JPG,
variation,impexo-camera-protection--jojo1015-10--pro-max--rose,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rose,1,0,Référence,JOJO1015-10,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-10.JPG,
variation,impexo-camera-protection--jojo1015-13--pro-max--rose,,impexo-camera-protection,1,24.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rose,1,0,Référence,JOJO1015-13,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-13.JPG,
variation,impexo-camera-protection--jojo1015-19--pro-max--rose,,impexo-camera-protection,1,26.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rose,1,0,Référence,JOJO1015-19,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-19.JPG,
variation,impexo-camera-protection--jojo1015-1--pro-max--bleu,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Bleu,1,0,Référence,JOJO1015-1,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--jojo1015-3--pro-max--bleu,,impexo-camera-protection,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Bleu,1,0,Référence,JOJO1015-3,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-3.JPG,
variation,impexo-camera-protection--jojo1015-5--pro-max--bleu,,impexo-camera-protection,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Bleu,1,0,Référence,JOJO1015-5,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-5.JPG,
variation,impexo-camera-protection--jojo1015-9--pro-max--bleu,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Bleu,1,0,Référence,JOJO1015-9,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-9.JPG,
variation,impexo-camera-protection--jojo1015-10--pro-max--bleu,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Bleu,1,0,Référence,JOJO1015-10,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-10.JPG,
variation,impexo-camera-protection--jojo1015-13--pro-max--bleu,,impexo-camera-protection,1,24.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Bleu,1,0,Référence,JOJO1015-13,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-13.JPG,
variation,impexo-camera-protection--jojo1015-19--pro-max--bleu,,impexo-camera-protection,1,26.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Bleu,1,0,Référence,JOJO1015-19,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-19.JPG,
variation,impexo-camera-protection--jojo1015-1--pro-max--rouge,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rouge,1,0,Référence,JOJO1015-1,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--jojo1015-3--pro-max--rouge,,impexo-camera-protection,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rouge,1,0,Référence,JOJO1015-3,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-3.JPG,
variation,impexo-camera-protection--jojo1015-5--pro-max--rouge,,impexo-camera-protection,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rouge,1,0,Référence,JOJO1015-5,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-5.JPG,
variation,impexo-camera-protection--jojo1015-9--pro-max--rouge,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rouge,1,0,Référence,JOJO1015-9,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-9.JPG,
variation,impexo-camera-protection--jojo1015-10--pro-max--rouge,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rouge,1,0,Référence,JOJO1015-10,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-10.JPG,
variation,impexo-camera-protection--jojo1015-13--pro-max--rouge,,impexo-camera-protection,1,24.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rouge,1,0,Référence,JOJO1015-13,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-13.JPG,
variation,impexo-camera-protection--jojo1015-19--pro-max--rouge,,impexo-camera-protection,1,26.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rouge,1,0,Référence,JOJO1015-19,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-19.JPG,
variation,impexo-camera-protection--jojo1015-1--pro-max--gris,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Gris,1,0,Référence,JOJO1015-1,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--jojo1015-3--pro-max--gris,,impexo-camera-protection,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Gris,1,0,Référence,JOJO1015-3,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-3.JPG,
variation,impexo-camera-protection--jojo1015-5--pro-max--gris,,impexo-camera-protection,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Gris,1,0,Référence,JOJO1015-5,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-5.JPG,
variation,impexo-camera-protection--jojo1015-9--pro-max--gris,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Gris,1,0,Référence,JOJO1015-9,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-9.JPG,
variation,impexo-camera-protection--jojo1015-10--pro-max--gris,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Gris,1,0,Référence,JOJO1015-10,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-10.JPG,
variation,impexo-camera-protection--jojo1015-13--pro-max--gris,,impexo-camera-protection,1,24.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Gris,1,0,Référence,JOJO1015-13,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-13.JPG,
variation,impexo-camera-protection--jojo1015-19--pro-max--gris,,impexo-camera-protection,1,26.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Gris,1,0,Référence,JOJO1015-19,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-19.JPG,
variation,impexo-camera-protection--jojo1015-1--pro-max--violet,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Violet,1,0,Référence,JOJO1015-1,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--jojo1015-3--pro-max--violet,,impexo-camera-protection,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Violet,1,0,Référence,JOJO1015-3,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-3.JPG,
variation,impexo-camera-protection--jojo1015-5--pro-max--violet,,impexo-camera-protection,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Violet,1,0,Référence,JOJO1015-5,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-5.JPG,
variation,impexo-camera-protection--jojo1015-9--pro-max--violet,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Violet,1,0,Référence,JOJO1015-9,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-9.JPG,
variation,impexo-camera-protection--jojo1015-10--pro-max--violet,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Violet,1,0,Référence,JOJO1015-10,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-10.JPG,
variation,impexo-camera-protection--jojo1015-13--pro-max--violet,,impexo-camera-protection,1,24.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Violet,1,0,Référence,JOJO1015-13,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-13.JPG,
variation,impexo-camera-protection--jojo1015-19--pro-max--violet,,impexo-camera-protection,1,26.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Violet,1,0,Référence,JOJO1015-19,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-19.JPG,
variation,impexo-camera-protection--jojo1015-1--pro-max--argent,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Argent,1,0,Référence,JOJO1015-1,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--jojo1015-3--pro-max--argent,,impexo-camera-protection,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Argent,1,0,Référence,JOJO1015-3,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-3.JPG,
variation,impexo-camera-protection--jojo1015-5--pro-max--argent,,impexo-camera-protection,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Argent,1,0,Référence,JOJO1015-5,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-5.JPG,
variation,impexo-camera-protection--jojo1015-9--pro-max--argent,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Argent,1,0,Référence,JOJO1015-9,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-9.JPG,
variation,impexo-camera-protection--jojo1015-10--pro-max--argent,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Argent,1,0,Référence,JOJO1015-10,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-10.JPG,
variation,impexo-camera-protection--jojo1015-13--pro-max--argent,,impexo-camera-protection,1,24.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Argent,1,0,Référence,JOJO1015-13,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-13.JPG,
variation,impexo-camera-protection--jojo1015-19--pro-max--argent,,impexo-camera-protection,1,26.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Argent,1,0,Référence,JOJO1015-19,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-19.JPG,
variation,impexo-camera-protection--jojo1015-1--pro-max--marron,,impexo-camera-protection,1,14.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Marron,1,0,Référence,JOJO1015-1,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-1.JPG,
variation,impexo-camera-protection--jojo1015-3--pro-max--marron,,impexo-camera-protection,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Marron,1,0,Référence,JOJO1015-3,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-3.JPG,
variation,impexo-camera-protection--jojo1015-5--pro-max--marron,,impexo-camera-protection,1,17.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Marron,1,0,Référence,JOJO1015-5,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-5.JPG,
variation,impexo-camera-protection--jojo1015-9--pro-max--marron,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Marron,1,0,Référence,JOJO1015-9,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-9.JPG,
variation,impexo-camera-protection--jojo1015-10--pro-max--marron,,impexo-camera-protection,1,22.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Marron,1,0,Référence,JOJO1015-10,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-10.JPG,
variation,impexo-camera-protection--jojo1015-13--pro-max--marron,,impexo-camera-protection,1,24.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Marron,1,0,Référence,JOJO1015-13,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-13.JPG,
variation,impexo-camera-protection--jojo1015-19--pro-max--marron,,impexo-camera-protection,1,26.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Marron,1,0,Référence,JOJO1015-19,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-19.JPG,
variable,impexo-transparent,Coque Transparente Premium – Série iPhone 17,,1,,Modèle,"iPhone 17, iPhone 17 Air, iPhone 17 Pro, iPhone 17 Pro Max",1,0,Couleur,"Transparent, Gris, Jaune, Violet",1,0,Référence,"JOJO1015-2, JOJO1015-4",1,0,Préserve le design d'origine. Protection discrète contre rayures et chocs.,"Idéale pour conserver le design d'origine, cette coque transparente protège contre les rayures et les chocs du quotidien tout en restant discrète et élégante. Mention légale : Produit compatible avec les modèles iPhone 17, 17 Air, 17 Pro et 17 Pro Max. La marque Apple® est mentionnée uniquement à titre de compatibilité. IMPEXO est une marque indépendante.",https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--jojo1015-2--iphone-17--transparent,,impexo-transparent,1,14.90,Modèle,iPhone 17,1,0,Couleur,Transparent,1,0,Référence,JOJO1015-2,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--jojo1015-4--iphone-17--transparent,,impexo-transparent,1,17.90,Modèle,iPhone 17,1,0,Couleur,Transparent,1,0,Référence,JOJO1015-4,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-4.JPG,
variation,impexo-transparent--jojo1015-2--iphone-17--gris,,impexo-transparent,1,14.90,Modèle,iPhone 17,1,0,Couleur,Gris,1,0,Référence,JOJO1015-2,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--jojo1015-4--iphone-17--gris,,impexo-transparent,1,17.90,Modèle,iPhone 17,1,0,Couleur,Gris,1,0,Référence,JOJO1015-4,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-4.JPG,
variation,impexo-transparent--jojo1015-2--iphone-17--jaune,,impexo-transparent,1,14.90,Modèle,iPhone 17,1,0,Couleur,Jaune,1,0,Référence,JOJO1015-2,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--jojo1015-4--iphone-17--jaune,,impexo-transparent,1,17.90,Modèle,iPhone 17,1,0,Couleur,Jaune,1,0,Référence,JOJO1015-4,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-4.JPG,
variation,impexo-transparent--jojo1015-2--iphone-17--violet,,impexo-transparent,1,14.90,Modèle,iPhone 17,1,0,Couleur,Violet,1,0,Référence,JOJO1015-2,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--jojo1015-4--iphone-17--violet,,impexo-transparent,1,17.90,Modèle,iPhone 17,1,0,Couleur,Violet,1,0,Référence,JOJO1015-4,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-4.JPG,
variation,impexo-transparent--jojo1015-2--air--transparent,,impexo-transparent,1,14.90,Modèle,iPhone 17 Air,1,0,Couleur,Transparent,1,0,Référence,JOJO1015-2,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--jojo1015-4--air--transparent,,impexo-transparent,1,17.90,Modèle,iPhone 17 Air,1,0,Couleur,Transparent,1,0,Référence,JOJO1015-4,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-4.JPG,
variation,impexo-transparent--jojo1015-2--air--gris,,impexo-transparent,1,14.90,Modèle,iPhone 17 Air,1,0,Couleur,Gris,1,0,Référence,JOJO1015-2,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--jojo1015-4--air--gris,,impexo-transparent,1,17.90,Modèle,iPhone 17 Air,1,0,Couleur,Gris,1,0,Référence,JOJO1015-4,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-4.JPG,
variation,impexo-transparent--jojo1015-2--air--jaune,,impexo-transparent,1,14.90,Modèle,iPhone 17 Air,1,0,Couleur,Jaune,1,0,Référence,JOJO1015-2,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--jojo1015-4--air--jaune,,impexo-transparent,1,17.90,Modèle,iPhone 17 Air,1,0,Couleur,Jaune,1,0,Référence,JOJO1015-4,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-4.JPG,
variation,impexo-transparent--jojo1015-2--air--violet,,impexo-transparent,1,14.90,Modèle,iPhone 17 Air,1,0,Couleur,Violet,1,0,Référence,JOJO1015-2,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--jojo1015-4--air--violet,,impexo-transparent,1,17.90,Modèle,iPhone 17 Air,1,0,Couleur,Violet,1,0,Référence,JOJO1015-4,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-4.JPG,
variation,impexo-transparent--jojo1015-2--pro--transparent,,impexo-transparent,1,14.90,Modèle,iPhone 17 Pro,1,0,Couleur,Transparent,1,0,Référence,JOJO1015-2,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--jojo1015-4--pro--transparent,,impexo-transparent,1,17.90,Modèle,iPhone 17 Pro,1,0,Couleur,Transparent,1,0,Référence,JOJO1015-4,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-4.JPG,
variation,impexo-transparent--jojo1015-2--pro--gris,,impexo-transparent,1,14.90,Modèle,iPhone 17 Pro,1,0,Couleur,Gris,1,0,Référence,JOJO1015-2,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--jojo1015-4--pro--gris,,impexo-transparent,1,17.90,Modèle,iPhone 17 Pro,1,0,Couleur,Gris,1,0,Référence,JOJO1015-4,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-4.JPG,
variation,impexo-transparent--jojo1015-2--pro--jaune,,impexo-transparent,1,14.90,Modèle,iPhone 17 Pro,1,0,Couleur,Jaune,1,0,Référence,JOJO1015-2,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
variation,impexo-transparent--jojo1015-4--pro--jaune,,impexo-transparent,1,17.90,Modèle,iPhone 17 Pro,1,0,Couleur,Jaune,1,0,Référence,JOJO1015-4,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-4.JPG,
variation,impexo-transparent--jojo1015-2--pro--violet,,impexo-transparent,1,14.90,Modèle,iPhone 17 Pro,1,0,Couleur,Violet,1,0,Référence,JOJO1015-2,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-2.JPG,
