Type,SKU,Name,Parent,Published,Regular price,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Short description,Description,Images,material
variable,impexo-luxury-transparent,Coque Luxury Transparente – Série iPhone 17,,1,,Modèle,"iPhone 17, iPhone 17 Air, iPhone 17 Pro, iPhone 17 Pro Max",1,0,Couleur,"Argent, Rose, Bleu, Violet, Noir, Or, Rouge",1,0,Référence,"JOJO1015-24, JOJO1015-25",1,0,Transparence premium avec détails décoratifs raffinés. Protection fiable.,"Version transparente à finition premium avec détails décoratifs raffinés, alliant esthétique et protection fiable. Mention légale : Produit compatible avec les modèles iPhone 17, 17 Air, 17 Pro et 17 Pro Max. La marque Apple® est mentionnée uniquement à titre de compatibilité. IMPEXO est une marque indépendante.",https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24P.JPG,
variation,impexo-luxury-transparent--jojo1015-24--17--argent,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17,1,0,Couleur,Argent,1,0,Référence,JOJO1015-24,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24.JPG,TPU
variation,impexo-luxury-transparent--jojo1015-24--air--rose,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17 Air,1,0,Couleur,Rose,1,0,Référence,JOJO1015-24,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24AIR.JPG,TPU+Rhinestone
variation,impexo-luxury-transparent--jojo1015-24--pro--bleu,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17 Pro,1,0,Couleur,Bleu,1,0,Référence,JOJO1015-24,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24P.JPG,TPU+Rhinestone
variation,impexo-luxury-transparent--jojo1015-24--promax--violet,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Violet,1,0,Référence,JOJO1015-24,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-24PM.JPG,TPU+Rhinestone
variation,impexo-luxury-transparent--jojo1015-25--air--noir,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17 Air,1,0,Couleur,Noir,1,0,Référence,JOJO1015-25,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-25AIR.JPG,TPU
variation,impexo-luxury-transparent--jojo1015-25--pro--or,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17 Pro,1,0,Couleur,Or,1,0,Référence,JOJO1015-25,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-25P.JPG,TPU
variation,impexo-luxury-transparent--jojo1015-25--promax--rouge,,impexo-luxury-transparent,1,29.90,Modèle,iPhone 17 Pro Max,1,0,Couleur,Rouge,1,0,Référence,JOJO1015-25,1,0,,,https://www.impexo.fr/product/IMPEXO-IPHONE%2017%20SERIES12-31/JOJO1015-25PM.JPG,TPU
